,name,date,rating,review,critic
146,michmiranda,"Mar 19, 2021",0,"I need a pillow to hear it because it’s sooooo boring, not my type of music honestly",Negative
147,jesergomez,"Mar 19, 2021",0,"<span>Este álbum de Lana es muy hermoso de principio a fin, las letras y como conecta con la melodía</span>",Negative
148,Karlabieber,"Mar 19, 2021",1,"es taaaan bored, deberia tener mas beats nuevos, esto es tan aburrido, lana retirate",Negative
149,pjk1994,"Mar 19, 2021",0,so boring & plain. what is this mess? this is depressing. worst album I've heard in awhile.,Negative
151,hemildatheodore,"Mar 19, 2021",1,The mv and the main song chemtrails over the country club is the only good on the album. Remaining songs only contains same vocals and this album's cover and name proves that she's a racist and when pointed out she also mafe it clear on the Instagram.,Negative
157,Jessesaldana,"Mar 19, 2021",0,"<span>This album it's just a Masterpiece, it deserves to be heard for anyone. Thank you Lana.</span>",Negative
158,Allizon,"Mar 19, 2021",0,"<span>It's really boring, is not reinvented at all. I prefer to listen to a spotify playlist with music to sleep on because it's less boring</span>",Negative
159,aileena,"Mar 19, 2021",1,"Just don't know what to say about this album, is it worth that much rating even? The critics are basement owners scratching their heads 24/7",Negative
161,jazminros,"Mar 19, 2021",0,"<span>The most boring album of all time, always the same boring music, I don’t like at all</span>",Negative
162,Swann7,"Mar 19, 2021",0,Very boring album not worth to buy!! Also this is her poor album..I'm sorry but truth hurts,Negative
163,carllosszA,"Mar 19, 2021",0,"<span>Lana del rey nunca errou, e jamais vai errar. Os vocais estão perfeitos demais.</span>",Negative
164,TatianaLopez738,"Mar 19, 2021",1,"Very basic, nothing out of the ordinary, the songs bored me.  I feel like she could have done better!",Negative
171,Thomasyeezy,"Mar 19, 2021",1,<span>This is boring. Could not even get the half the album. Wish she would just make an interesting body of work. I mean it's kinda good but still boring asf</span>,Negative
215,Cris02,"Mar 19, 2021",0,"<span>Love this album, it has no skips! Each album progressively gets better! After 10 years of her career she still doing great things!</span>",Negative
224,All_ButTrU4,"Mar 20, 2021",0,Unfortunately this record has nothing interesting to actually give. It sounds like a to do list. It's experiments create botched Frankenstein's and the title song drones on. The skill which fortified the greatness of NFR! is discarded onto her lyrics. The production and vocal performance swan dive directly into safe. Lana del rey effectively is caught in a creative Bermuda triangle but unlike other similar wreckage she won't fade since her dedicated fan base will flood music stores and metacritic to try equate this  with quality,Negative
231,wheredowego,"Mar 20, 2021",3,"<span>Booring af, it's the same kind of songs Lana has been releasing since her debut I was expecting so much more</span>",Negative
232,lalafan,"Mar 20, 2021",2,<span>I really wanted to like this i love lana but this is by far her weakest album</span>,Negative
294,jumarkve,"Mar 20, 2021",0,<span>Lan* is born to be **** BORING !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!</span>,Negative
347,pedrxhenrique,"Mar 20, 2021",0,<span>Unfortunatelly another shallow and basic work from Lana Del Rey. There's nothing here that resembles NFR.</span>,Negative
364,Lifeiscurvy,"Mar 20, 2021",0,"<span>I'm surprised that this album is rated so highly by critics. Just listened through it, I guess Lana is very focused on her sound. I feel that every song is something she has done before, but if people like it then good for her.</span>",Negative
466,michcord,"Mar 19, 2021",0,"<span>This album is so boring, i just can't like it it's so terrible, i will give it another try in a month or something.</span>",Negative
480,Andreabieber,"Mar 19, 2021",0,"Her worst album, I didn't like it at all, I'm sorry, I didn't like the sounds, much less the lyrics of his songs, they don't make any sense",Negative
481,Elizabeth1994,"Mar 19, 2021",0,"<span>Pudo haberlo hecho mejor, apenas lo escuché me quedé dormida, sirve pero como somnífero.<br/>Muy pesimo, saca algo bueno por favor, algo que no haga dormir a la primera </span>",Negative
681,Aldo66,"Mar 20, 2021",0,"<span>boring album. Same vibe every album. No versatility. Boring music ,no growth in vocal and art</span>",Negative
703,Jessesaldana,"Mar 19, 2021",0,"<span>This album it's just a Masterpiece, it deserves to be heard for anyone. Thank you Lana.</span>",Negative
704,Liz67,"Mar 20, 2021",0,<span>................................................................................. p......... e.......... s......... i...... m...... o...</span>,Negative
729,Swann7,"Mar 19, 2021",0,Very boring album not worth to buy!! Also this is her poor album..I'm sorry but truth hurts,Negative
739,joaopcastro71,"Mar 20, 2021",0,"<span>I´m a Lana Del Rey stan, but I wan´t really expecting very much for this album. However, the first time that I´ve listen to it i fell in love. The lyrics are beautiful, as always, and the vocals are very good.</span>",Negative
769,Sheylaguerrero,"Mar 19, 2021",0,"<span>They would be very blind if they can't see the racism that this brings,I didn't like the album at all.</span>",Negative
795,hannahsosa,"Mar 19, 2021",0,<span>overrated album.. as always. she’s just such a bland and boring artist! another horrible album. period.</span>,Negative
799,Leandrah25,"Mar 20, 2021",0,"<span>Trash...really horrible, every single song just sounds like she's trying too hard to be depressed.</span>",Negative
805,warmnesszo,"Mar 19, 2021",0,<span>ewww ew ewwwww **** ew ew eww ew ewwww ewwww ew ewww ew ewwww ew udbsidsnaodns</span>,Negative
824,Gus9898Lana,"Mar 19, 2021",0,"It is the poorest album of creativity that I have seen, and apart from that its fandom is too toxic.",Negative
838,rosecolored,"Mar 20, 2021",0,<span>sadly this was a major let down. i really liked lana before she made music for republicans</span>,Negative
855,Aldo66,"Mar 20, 2021",0,"<span>boring album. Same vibe every album. No versatility. Boring music ,no growth in vocal and art</span>",Negative
856,Lifeiscurvy,"Mar 20, 2021",0,"<span>I'm surprised that this album is rated so highly by critics. Just listened through it, I guess Lana is very focused on her sound. I feel that every song is something she has done before, but if people like it then good for her.</span>",Negative
867,jumarkve,"Mar 20, 2021",0,<span>Lan* is born to be **** BORING !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!</span>,Negative
882,juhaina,"Mar 20, 2021",0,"<span>boring album, when will this woman understand that she can NOT sing! get an acting career instead of singing cuz it’s clearly not for you lana, also stop blaming successful women for your failure.</span>",Negative
894,Liz67,"Mar 20, 2021",0,<span>................................................................................. p......... e.......... s......... i...... m...... o...</span>,Negative
900,All_ButTrU4,"Mar 20, 2021",0,Unfortunately this record has nothing interesting to actually give. It sounds like a to do list. It's experiments create botched Frankenstein's and the title song drones on. The skill which fortified the greatness of NFR! is discarded onto her lyrics. The production and vocal performance swan dive directly into safe. Lana del rey effectively is caught in a creative Bermuda triangle but unlike other similar wreckage she won't fade since her dedicated fan base will flood music stores and metacritic to try equate this  with quality,Negative
902,lalafan,"Mar 20, 2021",2,<span>I really wanted to like this i love lana but this is by far her weakest album</span>,Negative
903,joaopcastro71,"Mar 20, 2021",0,"<span>I´m a Lana Del Rey stan, but I wan´t really expecting very much for this album. However, the first time that I´ve listen to it i fell in love. The lyrics are beautiful, as always, and the vocals are very good.</span>",Negative
921,pedrxhenrique,"Mar 20, 2021",0,<span>Unfortunatelly another shallow and basic work from Lana Del Rey. There's nothing here that resembles NFR.</span>,Negative
