,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
794,2015-08-11,5912.197530493213,4897.261839090667,7008.063486255976,5912.197509598586,5912.197543828224,26.532407462234513,26.532407462234513,26.532407462234513,223.6737807417823,223.6737807417823,223.6737807417823,-197.1413732795478,-197.1413732795478,-197.1413732795478,0.0,0.0,0.0,5938.729937955448
795,2015-08-12,5912.94185156905,4435.6284684891325,6541.761047801614,5912.941821936911,5912.941889794259,-423.90857847440543,-423.90857847440543,-423.90857847440543,-203.04606701719752,-203.04606701719752,-203.04606701719752,-220.86251145720786,-220.86251145720786,-220.86251145720786,0.0,0.0,0.0,5489.033273094645
796,2015-08-13,5913.686172644887,4454.529531539025,6577.051534333195,5913.686123544835,5913.686222888724,-426.7099260222622,-426.7099260222622,-426.7099260222622,-183.01297054953957,-183.01297054953957,-183.01297054953957,-243.69695547272258,-243.69695547272258,-243.69695547272258,0.0,0.0,0.0,5486.976246622625
797,2015-08-14,5914.4304937207235,4690.655474397491,6794.350100107583,5914.430425818511,5914.430560266874,-199.62544550319726,-199.62544550319726,-199.62544550319726,65.94282505811589,65.94282505811589,65.94282505811589,-265.56827056131317,-265.56827056131317,-265.56827056131317,0.0,0.0,0.0,5714.805048217526
798,2015-08-15,5915.174814796562,3853.7586668829736,5918.421994914097,5915.174722310871,5915.1749073539195,-1005.6083352659326,-1005.6083352659326,-1005.6083352659326,-719.1742860248298,-719.1742860248298,-719.1742860248298,-286.4340492411028,-286.4340492411028,-286.4340492411028,0.0,0.0,0.0,4909.566479530629
799,2015-08-16,5915.919135872398,4412.447925921174,6527.099513586963,5915.919027511928,5915.919243122716,-503.70546181394104,-503.70546181394104,-503.70546181394104,-197.42391577929752,-197.42391577929752,-197.42391577929752,-306.2815460346436,-306.2815460346436,-306.2815460346436,0.0,0.0,0.0,5412.213674058457
800,2015-08-17,5916.663456948235,5548.180576507844,7610.813951854539,5916.663318961755,5916.663584271132,687.9182734932546,687.9182734932546,687.9182734932546,1013.0406335701236,1013.0406335701236,1013.0406335701236,-325.1223600768691,-325.1223600768691,-325.1223600768691,0.0,0.0,0.0,6604.5817304414895
801,2015-08-18,5917.407778024071,4706.9688226188355,6776.142771968962,5917.407615810123,5917.407921140096,-119.31260939224512,-119.31260939224512,-119.31260939224512,223.67378074041002,223.67378074041002,223.67378074041002,-342.9863901326551,-342.9863901326551,-342.9863901326551,0.0,0.0,0.0,5798.095168631826
802,2015-08-19,5918.152099099909,4298.350036780243,6378.173127920059,5918.151924501283,5918.152256147656,-562.9613754307766,-562.9613754307766,-562.9613754307766,-203.04606701722625,-203.04606701722625,-203.04606701722625,-359.91530841355046,-359.91530841355046,-359.91530841355046,0.0,0.0,0.0,5355.190723669132
803,2015-08-20,5918.896420175746,4244.447077108639,6349.59751536272,5918.896232243616,5918.896600258942,-558.9687839183202,-558.9687839183202,-558.9687839183202,-183.01297054900746,-183.01297054900746,-183.01297054900746,-375.9558133693128,-375.9558133693128,-375.9558133693128,0.0,0.0,0.0,5359.927636257426
804,2015-08-21,5919.640741251583,4539.3023168736445,6681.152920111495,5919.640538855653,5919.640932095023,-325.21010188010945,-325.21010188010945,-325.21010188010945,65.94282505975063,65.94282505975063,65.94282505975063,-391.15292693986004,-391.15292693986004,-391.15292693986004,0.0,0.0,0.0,5594.430639371473
805,2015-08-22,5920.38506232742,3762.9235788628644,5812.2395966704935,5920.38482926793,5920.385278918503,-1124.7178844577002,-1124.7178844577002,-1124.7178844577002,-719.1742860254915,-719.1742860254915,-719.1742860254915,-405.54359843220874,-405.54359843220874,-405.54359843220874,0.0,0.0,0.0,4795.66717786972
806,2015-08-23,5921.129383403257,4299.367721337843,6449.819013731965,5921.129117558173,5921.129638202535,-616.5747811360584,-616.5747811360584,-616.5747811360584,-197.4239157786851,-197.4239157786851,-197.4239157786851,-419.15086535737333,-419.15086535737333,-419.15086535737333,0.0,0.0,0.0,5304.554602267199
807,2015-08-24,5921.873704479094,5504.483842101484,7536.144501934577,5921.8734095744185,5921.873987639068,581.0618319702809,581.0618319702809,581.0618319702809,1013.0406335696599,1013.0406335696599,1013.0406335696599,-431.97880159937904,-431.97880159937904,-431.97880159937904,0.0,0.0,0.0,6502.935536449375
808,2015-08-25,5922.618025554931,4579.28511956081,6756.857255554843,5922.61770251071,5922.61834766906,-220.33467506911475,-220.33467506911475,-220.33467506911475,223.67378073997963,223.67378073997963,223.67378073997963,-444.00845580909436,-444.00845580909436,-444.00845580909436,0.0,0.0,0.0,5702.283350485816
809,2015-08-26,5923.362346630768,4232.765853597315,6268.703226474007,5923.361993422254,5923.362711240627,-658.2410158023969,-658.2410158023969,-658.2410158023969,-203.04606701737,-203.04606701737,-203.04606701737,-455.1949487850269,-455.1949487850269,-455.1949487850269,0.0,0.0,0.0,5265.121330828371
810,2015-08-27,5924.106667706605,4210.32292588906,6341.559848528635,5924.106284094875,5924.107075974456,-648.4788294148054,-648.4788294148054,-648.4788294148054,-183.0129705495155,-183.0129705495155,-183.0129705495155,-465.46585886529,-465.46585886529,-465.46585886529,0.0,0.0,0.0,5275.627838291799
811,2015-08-28,5924.850988782441,4443.689857361212,6583.89646065246,5924.850574383445,5924.851416876056,-408.7781551935487,-408.7781551935487,-408.7781551935487,65.94282505905409,65.94282505905409,65.94282505905409,-474.7209802526028,-474.7209802526028,-474.7209802526028,0.0,0.0,0.0,5516.0728335888925
812,2015-08-29,5925.5953098582795,3683.6680452212413,5760.356960709305,5925.594857013203,5925.5957936013365,-1202.0077781058255,-1202.0077781058255,-1202.0077781058255,-719.1742860240777,-719.1742860240777,-719.1742860240777,-482.8334920817477,-482.8334920817477,-482.8334920817477,0.0,0.0,0.0,4723.587531752454
813,2015-08-30,5926.339630934116,4149.631909516935,6361.48408193037,5926.3391457827265,5926.340141969255,-687.0764431700177,-687.0764431700177,-687.0764431700177,-197.4239157792869,-197.4239157792869,-197.4239157792869,-489.65252739073077,-489.65252739073077,-489.65252739073077,0.0,0.0,0.0,5239.263187764098
814,2015-08-31,5927.083952009953,5453.474894829686,7561.823954657719,5927.083429134786,5927.084500423429,518.0335510976462,518.0335510976462,518.0335510976462,1013.0406335711236,1013.0406335711236,1013.0406335711236,-495.0070824734774,-495.0070824734774,-495.0070824734774,0.0,0.0,0.0,6445.117503107599
815,2015-09-01,5927.828273085789,4589.6099774048425,6694.809860361343,5927.827714025283,5927.828852055922,-275.037379166298,-275.037379166298,-275.037379166298,223.67378074173592,223.67378074173592,223.67378074173592,-498.71115990803395,-498.71115990803395,-498.71115990803395,0.0,0.0,0.0,5652.790893919491
816,2015-09-02,5928.5725941616265,4111.637554666865,6203.814984343997,5928.572002821985,5928.573175222709,-703.6160613516055,-703.6160613516055,-703.6160613516055,-203.04606701719,-203.04606701719,-203.04606701719,-500.56999433441547,-500.56999433441547,-500.56999433441547,0.0,0.0,0.0,5224.956532810021
817,2015-09-03,5929.316915237464,4216.743095916964,6289.332259851919,5929.316292415834,5929.317543368944,-683.4001407667884,-683.4001407667884,-683.4001407667884,-183.01297054898333,-183.01297054898333,-183.01297054898333,-500.387170217805,-500.387170217805,-500.387170217805,0.0,0.0,0.0,5245.916774470676
818,2015-09-04,5930.0612363133005,4442.988976118793,6523.611894067416,5930.060587721211,5930.061905105585,-432.02958157043076,-432.02958157043076,-432.02958157043076,65.94282505835741,65.94282505835741,65.94282505835741,-497.9724066287882,-497.9724066287882,-497.9724066287882,0.0,0.0,0.0,5498.03165474287
819,2015-09-05,5930.805557389138,3674.728411989019,5839.579748006735,5930.804871721632,5930.806271983272,-1212.324042652027,-1212.324042652027,-1212.324042652027,-719.1742860252972,-719.1742860252972,-719.1742860252972,-493.14975662672964,-493.14975662672964,-493.14975662672964,0.0,0.0,0.0,4718.481514737111
820,2015-09-06,5931.549878464974,4226.5323308844945,6341.452253143462,5931.549159850923,5931.5506344343175,-683.1898648250008,-683.1898648250008,-683.1898648250008,-197.42391578115422,-197.42391578115422,-197.42391578115422,-485.76594904384655,-485.76594904384655,-485.76594904384655,0.0,0.0,0.0,5248.360013639974
821,2015-09-07,5932.294199540811,5433.762690189571,7510.954646665484,5932.293434005949,5932.294992512266,537.3420445426635,537.3420445426635,537.3420445426635,1013.0406335698871,1013.0406335698871,1013.0406335698871,-475.6985890272235,-475.6985890272235,-475.6985890272235,0.0,0.0,0.0,6469.636244083475
822,2015-09-08,5933.038520616648,4667.746967874594,6756.52984980387,5933.037705314895,5933.039345358961,-239.19015029755312,-239.19015029755312,-239.19015029755312,223.67378074083464,223.67378074083464,223.67378074083464,-462.86393103838776,-462.86393103838776,-462.86393103838776,0.0,0.0,0.0,5693.848370319095
823,2015-09-09,5933.782841692486,4215.408360085062,6318.3664747899165,5933.781981607307,5933.78369559525,-650.270011320799,-650.270011320799,-650.270011320799,-203.04606701701,-203.04606701701,-203.04606701701,-447.2239443037891,-447.2239443037891,-447.2239443037891,0.0,0.0,0.0,5283.5128303716865
824,2015-09-10,5934.527162768322,4262.551842248024,6307.197088425954,5934.52625004128,5934.528071590324,-611.8053764221456,-611.8053764221456,-611.8053764221456,-183.01297054912948,-183.01297054912948,-183.01297054912948,-428.79240587301615,-428.79240587301615,-428.79240587301615,0.0,0.0,0.0,5322.7217863461765
825,2015-09-11,5935.271483844159,4584.736256248827,6620.807026846622,5935.270524309352,5935.272419360931,-341.69695504153333,-341.69695504153333,-341.69695504153333,65.94282505766078,65.94282505766078,65.94282505766078,-407.6397800991941,-407.6397800991941,-407.6397800991941,0.0,0.0,0.0,5593.5745288026255
826,2015-09-12,5936.015804919997,3817.963074873248,5861.373853300184,5936.014800812583,5936.016785549467,-1103.0709609257199,-1103.0709609257199,-1103.0709609257199,-719.1742860259588,-719.1742860259588,-719.1742860259588,-383.896674899761,-383.896674899761,-383.896674899761,0.0,0.0,0.0,4832.944843994277
827,2015-09-13,5936.760125995834,4274.045445660152,6484.940573388749,5936.759075437072,5936.761142391386,-555.179619498447,-555.179619498447,-555.179619498447,-197.42391578054176,-197.42391578054176,-197.42391578054176,-357.75570371790536,-357.75570371790536,-357.75570371790536,0.0,0.0,0.0,5381.5805064973865
828,2015-09-14,5937.50444707167,5596.789411368945,7664.602195151642,5937.503388226091,5937.505499286209,683.5690069586311,683.5690069586311,683.5690069586311,1013.0406335703873,1013.0406335703873,1013.0406335703873,-329.47162661175605,-329.47162661175605,-329.47162661175605,0.0,0.0,0.0,6621.073454030301
829,2015-09-15,5938.248768147507,4840.225371176535,6949.321790989352,5938.247671463523,5938.249851665598,-75.68591234528303,-75.68591234528303,-75.68591234528303,223.67378073993333,223.67378073993333,223.67378073993333,-299.35969308521635,-299.35969308521635,-299.35969308521635,0.0,0.0,0.0,5862.562855802224
830,2015-09-16,5938.993089223345,4428.343842551521,6538.170351374305,5938.991965621619,5938.994215663847,-470.8382287379206,-470.8382287379206,-470.8382287379206,-203.04606701703872,-203.04606701703872,-203.04606701703872,-267.7921617208818,-267.7921617208818,-267.7921617208818,0.0,0.0,0.0,5468.154860485424
831,2015-09-17,5939.737410299182,4477.7105037643905,6643.407857563159,5939.736243818147,5939.738597744212,-418.20599641758446,-418.20599641758446,-418.20599641758446,-183.01297054895926,-183.01297054895926,-183.01297054895926,-235.19302586862514,-235.19302586862514,-235.19302586862514,0.0,0.0,0.0,5521.5314138815975
832,2015-09-18,5940.481731375018,4858.558292130379,6850.946857894179,5940.480518171979,5940.482976485178,-136.08820391507766,-136.08820391507766,-136.08820391507766,65.94282505929556,65.94282505929556,65.94282505929556,-202.0310289743732,-202.0310289743732,-202.0310289743732,0.0,0.0,0.0,5804.393527459941
833,2015-09-19,5941.226052450856,3946.602280779822,6078.884125389928,5941.224782077546,5941.2273499454095,-887.9853920406234,-887.9853920406234,-887.9853920406234,-719.1742860245449,-719.1742860245449,-719.1742860245449,-168.81110601607844,-168.81110601607844,-168.81110601607844,0.0,0.0,0.0,5053.2406604102325
834,2015-09-20,5941.970373526692,4516.160625020048,6585.8675714226965,5941.969054177012,5941.971699517122,-333.48835311920334,-333.48835311920334,-333.48835311920334,-197.42391577992936,-197.42391577992936,-197.42391577992936,-136.06443733927398,-136.06443733927398,-136.06443733927398,0.0,0.0,0.0,5608.482020407489
835,2015-09-21,5942.71469460253,5830.826440082645,7853.334315384176,5942.713329386004,5942.716021020889,908.7032871049798,908.7032871049798,908.7032871049798,1013.040633570887,1013.040633570887,1013.040633570887,-104.3373464659073,-104.3373464659073,-104.3373464659073,0.0,0.0,0.0,6851.417981707509
836,2015-09-22,5943.459015678367,5053.391979769327,7172.549558307137,5943.457610253231,5943.460401954791,149.49446795005744,149.49446795005744,149.49446795005744,223.67378073903217,223.67378073903217,223.67378073903217,-74.17931278897474,-74.17931278897474,-74.17931278897474,0.0,0.0,0.0,6092.953483628425
837,2015-09-23,5944.2033367542035,4645.753459457792,6701.043763579448,5944.201877853013,5944.204764701481,-249.176469243727,-249.176469243727,-249.176469243727,-203.04606701674365,-203.04606701674365,-203.04606701674365,-46.13040222698336,-46.13040222698336,-46.13040222698336,0.0,0.0,0.0,5695.026867510476
838,2015-09-24,5944.94765783004,4674.601195775171,6845.63866886395,5944.94614218464,5944.949132950481,-203.72141342934407,-203.72141342934407,-203.72141342934407,-183.0129705491054,-183.0129705491054,-183.0129705491054,-20.70844288023869,-20.70844288023869,-20.70844288023869,0.0,0.0,0.0,5741.226244400696
839,2015-09-25,5945.691978905877,4933.119635709233,7082.05148885979,5945.690408060253,5945.693493775224,67.54653737783698,67.54653737783698,67.54653737783698,65.94282505859891,65.94282505859891,65.94282505859891,1.6037123192380744,1.6037123192380744,1.6037123192380744,0.0,0.0,0.0,6013.238516283714
840,2015-09-26,5946.436299981715,4229.492402375499,6228.592204871268,5946.434678851654,5946.437853372813,-698.8037974574926,-698.8037974574926,-698.8037974574926,-719.1742860252068,-719.1742860252068,-719.1742860252068,20.37048856771419,20.37048856771419,20.37048856771419,0.0,0.0,0.0,5247.632502524222
841,2015-09-27,5947.180621057551,4736.019070172285,6777.467760135373,5947.178957482052,5947.1822171002905,-162.2088009736303,-162.2088009736303,-162.2088009736303,-197.42391577805148,-197.42391577805148,-197.42391577805148,35.21511480442115,35.21511480442115,35.21511480442115,0.0,0.0,0.0,5784.971820083922
842,2015-09-28,5947.924942133388,5994.553809449646,8013.764331864026,5947.923227313666,5947.926581817271,1058.8706768649063,1058.8706768649063,1058.8706768649063,1013.0406335706144,1013.0406335706144,1013.0406335706144,45.83004329429196,45.83004329429196,45.83004329429196,0.0,0.0,0.0,7006.795618998294
843,2015-09-29,5948.6692632092245,5219.341369549187,7289.08969923193,5948.66751421347,5948.67094587066,275.65973904590265,275.65973904590265,275.65973904590265,223.67378074078843,223.67378074078843,223.67378074078843,51.98595830511426,51.98595830511426,51.98595830511426,0.0,0.0,0.0,6224.329002255127
844,2015-09-30,5949.413584285062,4806.5650331786055,6840.217183758108,5949.411797769645,5949.415304149283,-149.50696520653437,-149.50696520653437,-149.50696520653437,-203.04606701700249,-203.04606701700249,-203.04606701700249,53.53910181046814,53.53910181046814,53.53910181046814,0.0,0.0,0.0,5799.906619078528
845,2015-10-01,5950.157905360899,4712.222003136849,6897.546718272715,5950.156036835706,5950.159678228207,-132.57628544677868,-132.57628544677868,-132.57628544677868,-183.01297054857332,-183.01297054857332,-183.01297054857332,50.43668510179463,50.43668510179463,50.43668510179463,0.0,0.0,0.0,5817.581619914121
846,2015-10-02,5950.902226436736,5009.001335181268,7155.022067214551,5950.900325771716,5950.904050154777,108.66302830188357,108.66302830188357,108.66302830188357,65.94282505790228,65.94282505790228,65.94282505790228,42.72020324398128,42.72020324398128,42.72020324398128,0.0,0.0,0.0,6059.56525473862
847,2015-10-03,5951.646547512573,4239.278898312461,6305.6355308228085,5951.6445865051355,5951.648415641573,-688.6477628596298,-688.6477628596298,-688.6477628596298,-719.1742860245517,-719.1742860245517,-719.1742860245517,30.526523164921908,30.526523164921908,30.526523164921908,0.0,0.0,0.0,5262.998784652944
848,2015-10-04,5952.39086858841,4662.581188048142,6837.801006511711,5952.388855104762,5952.392775665672,-183.33724139768853,-183.33724139768853,-183.33724139768853,-197.4239157811842,-197.4239157811842,-197.4239157811842,14.086674383495692,14.086674383495692,14.086674383495692,0.0,0.0,0.0,5769.053627190721
849,2015-10-05,5953.135189664246,5889.744529347419,7931.774807090567,5953.133115336115,5953.137145822516,1006.7629659262693,1006.7629659262693,1006.7629659262693,1013.0406335701507,1013.0406335701507,1013.0406335701507,-6.2776676438814105,-6.2776676438814105,-6.2776676438814105,0.0,0.0,0.0,6959.898155590516
850,2015-10-06,5953.879510740085,5098.353685071916,7127.962624777189,5953.877385858091,5953.881506178025,193.5138272128808,193.5138272128808,193.5138272128808,223.67378073941626,223.67378073941626,223.67378073941626,-30.15995352653545,-30.15995352653545,-30.15995352653545,0.0,0.0,0.0,6147.393337952965
851,2015-10-07,5954.623831815921,4691.257829544931,6748.188591316725,5954.621651633857,5954.625883211926,-260.12274087725365,-260.12274087725365,-260.12274087725365,-203.04606701703116,-203.04606701703116,-203.04606701703116,-57.07667386022248,-57.07667386022248,-57.07667386022248,0.0,0.0,0.0,5694.501090938667
852,2015-10-08,5955.368152891758,4657.876579112956,6743.4682159262275,5955.365905094372,5955.370234439325,-269.49021315734996,-269.49021315734996,-269.49021315734996,-183.01297054804115,-183.01297054804115,-183.01297054804115,-86.47724260930885,-86.47724260930885,-86.47724260930885,0.0,0.0,0.0,5685.877939734408
853,2015-10-09,5956.112473967596,4863.5987018121195,6906.524163953455,5956.110189411167,5956.114595425964,-51.81279746448874,-51.81279746448874,-51.81279746448874,65.94282505842999,65.94282505842999,65.94282505842999,-117.75562252291871,-117.75562252291871,-117.75562252291871,0.0,0.0,0.0,5904.299676503108
854,2015-10-10,5956.856795043433,4041.6095466345605,6237.74905827038,5956.854468233965,5956.858965502189,-869.437701827,-869.437701827,-869.437701827,-719.1742860244548,-719.1742860244548,-719.1742860244548,-150.2634158025452,-150.2634158025452,-150.2634158025452,0.0,0.0,0.0,5087.419093216433
855,2015-10-11,5957.601116119269,4512.214636558754,6522.729576016345,5957.598760406307,5957.603332971908,-380.74801671313554,-380.74801671313554,-380.74801671313554,-197.42391577930627,-197.42391577930627,-197.42391577930627,-183.32410093382921,-183.32410093382921,-183.32410093382921,0.0,0.0,0.0,5576.853099406134
856,2015-10-12,5958.345437195106,5757.586155060157,7839.85154434265,5958.343058441429,5958.347707569782,796.7925710024452,796.7925710024452,796.7925710024452,1013.0406335706507,1013.0406335706507,1013.0406335706507,-216.24806256820546,-216.24806256820546,-216.24806256820546,0.0,0.0,0.0,6755.138008197551
857,2015-10-13,5959.089758270943,4915.543024321746,6976.9560467142255,5959.087338218297,5959.092086138138,-24.674255877567848,-24.674255877567848,-24.674255877567848,223.67378074117252,223.67378074117252,223.67378074117252,-248.34803661874037,-248.34803661874037,-248.34803661874037,0.0,0.0,0.0,5934.415502393375
858,2015-10-14,5959.8340793467805,4404.6709177336315,6506.617256279316,5959.831584493738,5959.836492827198,-482.0006450801055,-482.0006450801055,-482.0006450801055,-203.04606701685114,-203.04606701685114,-203.04606701685114,-278.95457806325436,-278.95457806325436,-278.95457806325436,0.0,0.0,0.0,5477.833434266675
859,2015-10-15,5960.578400422617,4431.1575146228115,6461.9824910314965,5960.575832978035,5960.580873056567,-490.4441253794507,-490.4441253794507,-490.4441253794507,-183.0129705485492,-183.0129705485492,-183.0129705485492,-307.43115483090156,-307.43115483090156,-307.43115483090156,0.0,0.0,0.0,5470.134275043167
860,2015-10-16,5961.322721498454,4568.627056298621,6712.642887491002,5961.320091373572,5961.325283020409,-267.24565270721337,-267.24565270721337,-267.24565270721337,65.94282505884046,65.94282505884046,65.94282505884046,-333.18847776605384,-333.18847776605384,-333.18847776605384,0.0,0.0,0.0,5694.07706879124
861,2015-10-17,5962.067042574291,3834.951653928681,5941.882725248819,5962.064346083817,5962.069679109175,-1074.8719799425485,-1074.8719799425485,-1074.8719799425485,-719.1742860243575,-719.1742860243575,-719.1742860243575,-355.6976939181911,-355.6976939181911,-355.6976939181911,0.0,0.0,0.0,4887.195062631743
862,2015-10-18,5962.8113636501275,4350.567898893457,6455.184445370227,5962.808611035506,5962.81403652984,-571.9260136805258,-571.9260136805258,-571.9260136805258,-197.4239157774284,-197.4239157774284,-197.4239157774284,-374.50209790309736,-374.50209790309736,-374.50209790309736,0.0,0.0,0.0,5390.8853499696015
863,2015-10-19,5963.555684725965,5501.987668471143,7580.735082245977,5963.552855621716,5963.558405983846,623.8135804523362,623.8135804523362,623.8135804523362,1013.0406335711508,1013.0406335711508,1013.0406335711508,-389.22705311881464,-389.22705311881464,-389.22705311881464,0.0,0.0,0.0,6587.369265178301
864,2015-10-20,5964.300005801802,4767.68956206601,6867.601912322359,5964.297103742276,5964.302782620129,-175.91407950468727,-175.91407950468727,-175.91407950468727,223.67378074245792,223.67378074245792,223.67378074245792,-399.58786024714516,-399.58786024714516,-399.58786024714516,0.0,0.0,0.0,5788.3859262971155
865,2015-10-21,5965.044326877639,4381.783830300863,6417.046630066126,5965.041375219485,5965.047162793637,-608.4414305147184,-608.4414305147184,-608.4414305147184,-203.04606701699498,-203.04606701699498,-203.04606701699498,-405.3953634977234,-405.3953634977234,-405.3953634977234,0.0,0.0,0.0,5356.602896362921
866,2015-10-22,5965.788647953475,4326.73543138129,6409.339299217107,5965.785647734111,5965.791503976361,-589.5721146332221,-589.5721146332221,-589.5721146332221,-183.0129705486953,-183.0129705486953,-183.0129705486953,-406.5591440845268,-406.5591440845268,-406.5591440845268,0.0,0.0,0.0,5376.216533320254
867,2015-10-23,5966.532969029312,4636.861217519724,6634.814089118997,5966.529926945754,5966.535885616073,-337.14538878860435,-337.14538878860435,-337.14538878860435,65.94282505826106,65.94282505826106,65.94282505826106,-403.08821384686536,-403.08821384686536,-403.08821384686536,0.0,0.0,0.0,5629.387580240707
868,2015-10-24,5967.27729010515,3903.790356567105,5999.777479334938,5967.274213561871,5967.2802738018045,-1114.2634740778467,-1114.2634740778467,-1114.2634740778467,-719.174286025577,-719.174286025577,-719.174286025577,-395.0891880522697,-395.0891880522697,-395.0891880522697,0.0,0.0,0.0,4853.013816027304
869,2015-10-25,5968.021611180987,4291.870527092335,6399.21720186205,5968.018493070415,5968.024637805466,-580.1858992250546,-580.1858992250546,-580.1858992250546,-197.42391578056117,-197.42391578056117,-197.42391578056117,-382.7619834444935,-382.7619834444935,-382.7619834444935,0.0,0.0,0.0,5387.835711955932
870,2015-10-26,5968.765932256823,5480.764135296198,7631.154642171463,5968.762758200566,5968.7690031874035,646.6474798745097,646.6474798745097,646.6474798745097,1013.0406335708778,1013.0406335708778,1013.0406335708778,-366.3931536963682,-366.3931536963682,-366.3931536963682,0.0,0.0,0.0,6615.413412131333
871,2015-10-27,5969.510253332661,4775.618785488199,6890.536540741274,5969.507033499536,5969.5133618118125,-122.67325705946178,-122.67325705946178,-122.67325705946178,223.67378074155667,223.67378074155667,223.67378074155667,-346.3470378010184,-346.3470378010184,-346.3470378010184,0.0,0.0,0.0,5846.8369962731995
872,2015-10-28,5970.254574408497,4434.982979601181,6473.044327419385,5970.25128242014,5970.257733577806,-526.1010228471451,-526.1010228471451,-526.1010228471451,-203.04606701713874,-203.04606701713874,-203.04606701713874,-323.05495583000646,-323.05495583000646,-323.05495583000646,0.0,0.0,0.0,5444.153551561352
873,2015-10-29,5970.998895484335,4444.239207642231,6519.067866322082,5970.995548000535,5971.002117068177,-480.01570984664585,-480.01570984664585,-480.01570984664585,-183.01297054884145,-183.01297054884145,-183.01297054884145,-297.00273929780445,-297.00273929780445,-297.00273929780445,0.0,0.0,0.0,5490.983185637689
874,2015-10-30,5971.743216560171,4736.074875547752,6833.016363107765,5971.739819873113,5971.746492488789,-202.774103563791,-202.774103563791,-202.774103563791,65.94282505989595,65.94282505989595,65.94282505989595,-268.7169286236869,-268.7169286236869,-268.7169286236869,0.0,0.0,0.0,5768.96911299638
875,2015-10-31,5972.487537636009,3961.553773130181,6023.542212536487,5972.484075111131,5972.490855792125,-957.9242926540416,-957.9242926540416,-957.9242926540416,-719.1742860249219,-719.1742860249219,-719.1742860249219,-238.7500066291196,-238.7500066291196,-238.7500066291196,0.0,0.0,0.0,5014.563244981967
